st_trend,dist_to_st,atr_pct,rsi,adx,bb_width,vol_ratio,label
-1.0,0.33686931677824555,1.5575649625056591,55.72650974999781,21.295145394080837,3.7783635969335503,1.159000850507972,0
1.0,4.793284036988952,1.5811000168328493,59.287045792320335,20.5076384507673,4.16591487307619,1.4857174775087736,0
1.0,1.9501213987837291,1.616441191747305,45.07007044572621,18.394732182952165,4.7536294785623685,1.462571013838255,1
1.0,1.0120449228589812,1.2793590051967825,49.96188860078688,24.831891338768795,5.894670119937697,1.7045423154142998,1
1.0,1.005133370196972,1.271426253032661,48.71569790962664,52.447212984083535,4.43615523749632,1.6309525785070413,1
1.0,0.026021322112680406,1.1608680029458192,43.00379369777002,44.19393641610687,4.121295899305369,0.9464347989634421,1
1.0,0.29626429323446124,1.0984435687629455,44.92975571858595,41.10383787469168,4.149197991821504,0.40435331949322806,1
-1.0,3.708308551639563,1.1271396625493284,42.18768271019448,38.70194336151958,4.535619017492528,0.9617506529559565,0
1.0,4.763628917898779,1.2501369773370499,64.09697936635402,32.118456963057604,5.38167662213359,2.6460440879375557,1
1.0,0.9904352570651873,1.1672170026971895,46.65348485306993,24.43401462674319,4.720904415065714,0.7498869865037123,1
-1.0,4.452049499582636,1.2300050456671519,38.57811274771779,24.012108004755568,5.128616900043565,0.928666063911138,0
-1.0,1.519499948563715,1.2994073515048654,54.14072998734922,19.085953345303874,4.614237222758572,1.1430497390572731,0
-1.0,0.706883868874397,1.218599623235111,58.42035526249144,18.75840273447852,3.6482727059140587,1.2404102522747353,0
-1.0,1.5279605037278206,1.2592630346588924,52.79266900095752,18.13000994235531,3.2593463819777617,1.5872531170962663,0
1.0,4.928531700344853,1.4167459447001527,62.0824777284302,16.38395594486253,4.040581058352655,1.437757678692725,0
-1.0,3.300753622709133,1.1001137187109,42.49927576719052,17.119940976015364,2.587800759793667,2.216547926357447,0
1.0,3.4645275122156294,1.0339672527786978,64.9838269506634,15.76736101421827,3.6674103932638507,2.64779688522084,1
1.0,0.7699275381066971,1.2245099477200259,46.22807722058922,34.6212471360605,4.113003935426092,1.4998332520811528,0
1.0,1.0862410673917002,1.1945031898386325,48.172090765974325,32.30983308287178,3.4555487598256796,1.0747967021948275,0
1.0,0.9130189744980697,1.1754631608047164,47.16501849439665,30.32831051682165,3.463537854566704,0.538062709379128,0
